caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1058497,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058498,3,1,2,4,0,1,0,2,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,3,0,2,1,2,0,0,4,1,2,5,0,2,0,2,2,0,2,6,0,0,0,3,0,3,10,0,4,0,1,0,0,0,0,1,0,0,1,1,2,0,10,2,0
1058499,4,0,1,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,2,0,1,4,2,2,6,0,2,0,1,2,0,2,0,0,0,2,1,0,2,10,0,4,0,1,0,0,0,0,0,4,0,1,1,1,0,5,1,0
1058500,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058501,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058502,4,1,2,0,0,1,4,2,2,0,0,0,0,2,3,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,3,0,0,0,1,1,0,3,23,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,16,1,0
1058503,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,24,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1058504,2,1,2,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,9,0,2,0,4,0,1,4,1,2,3,0,2,0,2,2,4,2,2,0,111,1,1,1,2,10,1,6,0,2,0,1,0,0,0,2,0,1,1,1,0,8,1,0
1058505,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,2,21,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,7,7,0
1058506,4,1,1,0,4,1,4,2,2,1,0,0,0,5,5,6,4,0,0,1,0,0,0,0,3,0,1,0,0,0,1,4,2,2,1,0,2,2,2,1,0,5,0,0,0,1,1,0,5,52,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
1058507,3,1,1,0,0,1,5,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,12,4,2,2,3,0,2,0,2,2,0,3,0,0,0,0,1,0,3,23,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,10,1,0
1058508,3,9,11,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,1,0,2,0,0,0,6,0,2,10,0,6,0,1,0,1,2,1,3,0,0,0,2,2,0,9,5,0
1058509,3,1,1,0,0,1,5,2,2,0,0,0,0,3,4,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
1058510,4,1,1,4,4,1,0,2,2,0,0,4,0,3,0,9,1,0,0,0,0,1,0,0,9,0,2,1,0,0,0,4,2,2,3,0,2,2,1,1,2,2,0,0,0,0,3,0,2,52,0,2,0,2,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1058511,6,1,2,0,0,1,2,1,2,0,0,0,0,3,3,0,2,0,0,1,0,0,1,0,9,1,2,0,0,0,1,2,1,1,1,0,2,0,2,0,0,3,0,0,0,1,1,0,4,10,0,1,5,1,0,0,0,0,0,3,1,2,1,1,0,11,1,2
1058512,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,134,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058513,2,11,1,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,4,2,2,0,0,2,0,2,1,4,0,6,0,222,0,3,0,0,10,1,6,0,2,0,1,3,1,0,0,0,0,2,2,0,6,7,0
1058514,5,1,2,0,0,1,3,2,2,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,24,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
1058515,4,1,1,0,0,5,0,2,2,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,10,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,3,1,0,0,0,2,0,3,23,0,1,0,1,0,1,0,0,2,0,0,2,1,2,0,10,1,0
1058516,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,0,0,2,0,112,0,6,1,0,10,1,6,0,1,0,0,0,0,3,0,0,0,2,2,0,7,7,0
1058517,4,3,1,0,0,1,3,1,2,0,0,0,2,3,3,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
1058518,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,24,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
1058519,4,1,2,0,0,1,4,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,6,0,2,0,2,1,0,2,2,0,0,1,1,0,2,21,0,6,0,1,0,0,0,0,0,3,0,1,1,1,0,10,1,0
1058520,7,0,1,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,1,2,4,0,1,0,0,0,6,0,2,23,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,4,6,0
1058521,3,11,1,0,0,1,5,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,2,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,1,1,1,0,0,0,0,4,0,2,1,1,0,10,1,1
1058522,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1058523,4,9,1,0,3,7,2,1,2,2,0,0,0,5,5,5,1,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,6,0,2,3,2,1,0,2,0,0,0,2,1,0,2,51,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
1058524,6,11,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,5,0
1058525,5,1,2,0,0,1,4,2,2,0,0,0,0,2,3,0,3,0,0,1,0,0,0,0,8,0,2,0,3,0,1,4,2,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,5,10,0,5,0,1,0,0,0,0,0,3,0,2,1,1,0,14,1,0
1058526,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058527,2,0,1,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,1,4,1,2,4,0,2,0,2,1,4,2,2,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,1,0,1,1,1,0,11,1,0
1058528,4,3,1,0,4,1,3,2,2,4,0,0,0,3,3,5,2,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,2,2,6,0,2,4,2,1,0,3,0,0,0,2,1,0,3,52,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,5,1,0
1058529,3,11,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,2,4,0,0,2,2,2,3,0,2,0,1,1,0,2,11,0,0,0,3,0,2,10,0,6,1,1,1,0,0,0,1,0,0,1,1,2,0,10,2,1
1058530,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,112,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058531,7,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,7,0,2,2,0,0,0,4,1,1,2,0,2,0,2,1,0,2,0,0,0,0,6,0,3,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,5,2,0
1058532,5,11,1,0,0,1,2,2,2,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
1058533,3,1,1,0,0,1,4,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,4,0,2,0,4,0,10,4,2,2,1,0,2,0,2,3,0,4,0,0,0,0,1,0,4,10,0,6,0,3,0,0,0,0,0,2,0,2,1,1,0,16,1,0
1058534,5,1,1,0,0,1,3,2,2,0,0,2,0,3,3,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,1,4,1,0,0,1,1,0,4,21,0,1,0,2,0,1,0,0,0,3,0,1,1,1,0,10,1,0
1058535,5,1,1,0,0,6,0,2,2,0,0,0,0,5,5,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,11,2,1,2,4,0,2,0,2,0,0,1,0,0,0,0,1,0,1,10,0,1,4,1,0,0,0,0,0,0,1,2,1,1,0,12,1,1
1058536,6,1,2,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,4,1,2,2,0,0,0,2,1,2,6,0,2,0,2,1,0,2,0,0,0,0,6,0,3,23,0,1,8,1,0,0,0,0,3,0,0,1,1,2,0,5,2,1
1058537,6,1,2,0,0,6,3,2,2,0,1,0,0,5,3,0,3,1,0,0,0,0,0,0,5,0,2,0,0,0,1,2,1,2,6,0,2,0,2,2,0,4,0,0,0,2,1,0,4,10,0,1,7,1,0,0,0,0,0,5,0,2,1,1,0,10,1,1
1058538,3,1,2,0,0,6,0,2,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,3,0,2,0,2,0,3,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1058539,4,11,1,0,0,1,5,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,3,0,0,0,3,1,0,3,23,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
1058540,4,11,1,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,9,0,2,2,1,0,0,4,1,2,3,0,2,0,2,0,2,2,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
1058541,3,1,1,0,0,1,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,2,0,1,0,2,1,4,3,0,0,0,1,1,0,3,23,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
1058542,3,1,1,0,0,1,5,2,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,1,1,1,0,10,1,0
1058543,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,24,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
1058544,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058545,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058546,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058547,7,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,0,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,11,6,0
1058548,3,11,1,0,0,1,4,1,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,12,1,0
1058549,5,2,1,0,3,3,5,2,2,0,0,0,0,3,3,10,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,2,2,2,0,4,0,0,0,3,1,0,4,51,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,15,1,0
1058550,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058551,5,1,2,0,0,1,5,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,3,2,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
1058552,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,121,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1058553,5,3,1,0,4,0,0,2,2,2,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,2,4,2,1,2,0,1,0,0,0,6,0,0,52,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,6,0
1058554,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058555,7,1,1,0,0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,2,2,0,0,0,4,1,1,4,0,1,0,2,1,0,2,0,0,0,0,6,0,4,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,10,2,0
1058556,3,1,2,0,0,1,3,2,2,1,0,0,0,3,3,0,2,0,0,1,0,0,0,0,9,0,1,0,4,0,1,4,2,2,1,0,2,0,2,1,0,3,9,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
1058557,5,1,1,0,0,1,1,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
1058558,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058559,3,1,1,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,3,0,2,0,1,2,4,2,9,0,0,1,1,0,2,10,0,6,0,2,0,1,0,0,0,1,0,1,1,1,0,11,1,0
1058560,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058561,3,3,1,0,4,1,3,2,2,1,0,0,0,1,2,5,1,0,0,0,0,0,0,0,7,0,1,0,4,0,1,4,1,2,3,0,2,4,1,2,0,2,9,0,0,3,1,0,2,52,0,6,0,1,0,0,0,0,0,6,0,1,1,1,0,10,1,0
1058562,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,6,2,2,0,0,2,0,121,0,0,1,0,40,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058563,5,11,12,0,0,1,4,2,2,0,0,7,0,5,3,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,2,2,1,0,0,2,1,0,2,23,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,11,1,0
1058564,5,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,2,2,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1058565,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,0,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058566,5,3,1,0,4,3,0,1,2,3,0,3,0,1,0,7,1,0,0,0,0,0,0,0,9,0,1,2,1,0,0,4,2,1,3,0,2,4,2,2,4,2,5,0,0,0,2,0,2,52,0,3,0,1,0,1,0,0,2,0,0,1,1,2,0,1,2,0
1058567,4,2,3,0,0,7,4,2,2,0,0,3,0,5,5,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,1,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,16,1,0
1058568,5,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
1058569,7,1,1,0,3,6,0,1,2,0,0,3,0,1,1,9,1,1,0,1,1,0,0,0,9,0,2,0,0,0,11,4,1,2,1,0,2,2,2,1,4,3,1,0,0,0,1,0,3,51,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,14,1,0
1058570,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1058571,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058572,5,2,1,0,0,1,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,5,0,2,0,2,0,1,2,2,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,4,4,1,0,0,0,0,0,5,1,2,1,1,0,12,1,1
1058573,7,1,1,0,0,8,0,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,0,2,2,0,0,0,4,1,2,6,0,2,0,2,2,0,2,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,9,2,0
1058574,6,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
